product_id,sku,product_name,brand,category,subcategory,supplier,cost_price,selling_price,discount_percent,profit_margin,weight,length,width,height,warehouse_id,stock_quantity,reorder_level,launch_date,product_status,supplier_rating,return_rate,created_at,updated_at,color,material,warranty_months,is_active,min_order_qty,max_order_qty
PROD-04614,APP-SHI-NIK-401,Nike Essential Shirt,Nike,Apparel,Shirts,Prime Logistics,24.20,48.65,0,0.50,0.21,28.90,21.00,2.90,WH-01,303,88,2025-02-24,Active,4.35,0.15,2025-02-19,2025-03-02,Black,Leather,3,True,1,5
PROD-04615,BEA-FRA-CLI-689,Clinique Signature Fragrance,Clinique,Beauty,Fragrance,Apex Distributors,85.47,217.52,0,0.61,0.29,6.30,8.90,12.80,WH-05,761,79,2024-05-20,Active,4.50,0.02,2024-05-01,2024-07-09,Blue,Natural Oil,0,True,1,5
PROD-04616,GRO-SNA-NES-769,Nestle Classic Snack,Nestle,Groceries,Snacks,Global Trade Corp,2.81,3.23,0,0.13,0.41,18.50,9.90,19.50,WH-03,122,63,2024-01-05,Active,4.81,0.02,2023-12-16,2024-04-08,Green,Paper Pack,0,True,1,20
PROD-04617,BEA-HAI-SEP-948,Sephora Eco Haircare,Sephora,Beauty,Haircare,Global Trade Corp,24.64,57.71,5,0.57,0.31,6.70,7.30,22.90,WH-06,95,65,2025-04-13,Active,4.84,0.03,2025-04-07,2025-05-31,Beige,,0,True,1,10
PROD-04618,APP-PAN-LEV-938,Levis Signature Pant,Levis,Apparel,Pants,Summit Suppliers,39.06,89.97,0,0.57,0.38,31.60,32.00,3.90,WH-08,390,88,2025-08-11,Active,4.46,0.13,2025-07-29,2025-10-08,Grey,Polyester,0,True,1,20
PROD-04619,ELE-LAP-SON-341,Sony Smart Laptop,Sony,Electronics,Laptops,Summit Suppliers,677.93,891.31,10,0.24,1.52,33.60,22.00,2.10,WH-06,1268,82,2025-01-01,Active,4.45,0.04,2024-12-27,2025-02-09,Silver,Metal,24,True,1,5
PROD-04620,HOM-FUR-WAY-549,Wayfair Eco Furniture,Wayfair,Home & Kitchen,Furniture,Prime Logistics,142.43,227.90,0,0.38,28.20,154.70,66.60,66.90,WH-10,926,46,2024-12-21,Active,3.72,0.08,2024-12-16,2025-02-08,Silver,,,True,1,5
PROD-04621,APP-JAC-ADI-772,Adidas Classic Jacket,Adidas,Apparel,Jackets,Summit Suppliers,72.09,159.26,5,0.55,1.48,41.90,35.10,4.40,WH-01,30,34,2025-05-24,Active,4.43,0.20,2025-05-06,2025-08-26,Pink,Leather,0,True,1,100
PROD-04622,ELE-TV-APP-507,Apple Eco TV,Apple,Electronics,TV,Summit Suppliers,372.13,500.51,20,0.26,26.64,132.40,78.50,10.60,WH-06,1414,81,2025-07-26,Active,3.81,0.06,2025-07-21,2025-08-03,Silver,Plastic,36,True,1,10
PROD-04623,BEA-HAI-OLA-159,Olay Essential Haircare,Olay,Beauty,Haircare,Elite Wholesale,6.54,16.06,15,0.59,0.34,6.10,5.10,15.90,WH-07,1471,52,2024-06-25,Active,4.81,0.02,2024-06-20,2024-11-06,Black,Natural Oil,0,True,1,100
PROD-04624,GRO-ORG-QUA-279,Quaker Pro Organic,Quaker,Groceries,Organic,Summit Suppliers,13.29,16.16,0,0.18,1.19,13.80,15.70,19.50,WH-06,803,33,2024-03-27,Active,3.54,0.01,2024-03-22,2024-04-09,White,Tin Can,0,True,1,20
PROD-04625,ELE-TV-LG-105,LG Smart TV,LG,Electronics,TV,Apex Distributors,634.20,831.74,15,0.24,22.05,137.00,75.40,5.90,WH-06,256,90,2025-09-15,Active,4.04,0.05,2025-09-05,2025-11-03,Pink,Plastic,12,True,1,10
PROD-04626,BEA-SKI-LOR-995,LOreal Smart Skincare,LOreal,Beauty,Skincare,Summit Suppliers,11.67,29.45,0,0.60,0.15,5.80,7.70,8.40,WH-07,931,86,2024-01-28,Active,4.78,0.04,2024-01-20,2024-03-25,Blue,Organic Compounds,0,True,1,5
PROD-04627,GRO-SNA-GEN-522,General Mills Smart Snack,General Mills,Groceries,Snacks,Summit Suppliers,1.08,1.39,0,0.22,0.47,18.60,12.10,24.90,WH-03,395,33,2025-10-14,Active,4.13,0.01,2025-09-27,2026-02-20,White,Glass Jar,0,True,1,5
PROD-04628,BEA-FRA-OLA-578,Olay Smart Fragrance,Olay,Beauty,Fragrance,Apex Distributors,52.73,149.62,10,0.65,0.27,10.00,6.90,11.10,WH-06,836,41,2024-07-25,Active,3.55,0.02,2024-07-20,2024-09-29,Beige,,0,True,1,100
PROD-04629,APP-SHI-UND-984,Under Armour Smart Shirt,Under Armour,Apparel,Shirts,Summit Suppliers,11.70,27.59,20,0.58,0.18,29.10,27.60,2.40,WH-06,620,38,2024-07-29,Active,4.04,0.20,2024-07-09,2024-10-28,White,Polyester,3,True,1,10
PROD-04630,APP-SHI-UND-532,Under Armour Essential Shirt,Under Armour,Apparel,Shirts,Global Trade Corp,24.90,50.46,,0.51,0.28,26.60,20.70,2.70,WH-07,250,20,2025-10-25,Active,4.20,0.22,2025-10-13,2026-01-03,White,Wool,3,True,1,5
PROD-04631,APP-SHI-UND-665,Under Armour Pro Shirt,Under Armour,Apparel,Shirts,Prime Logistics,9.01,17.10,0,0.47,0.29,29.80,27.00,2.50,WH-06,72,74,2025-01-29,Active,3.50,0.12,2025-01-22,2025-05-27,Grey,Wool,3,True,1,100
PROD-04632,HOM-BED-WAY-833,Wayfair Essential Bedding,Wayfair,Home & Kitchen,Bedding,Summit Suppliers,53.02,95.18,0,0.44,2.25,35.20,34.70,9.20,WH-08,1326,64,2025-07-27,Active,4.35,0.07,2025-07-14,2025-08-10,Silver,Ceramic,24,True,1,20
PROD-04633,BEA-HAI-EST-298,Estee Lauder Pro Haircare,Estee Lauder,Beauty,Haircare,Summit Suppliers,11.23,23.13,0,0.51,0.35,7.50,7.30,24.70,WH-09,599,85,2025-06-04,Active,3.60,0.02,2025-05-23,2025-10-05,,Organic Compounds,0,True,1,100
PROD-04634,HOM-APP-CUI-709,Cuisinart Smart Appliance,Cuisinart,Home & Kitchen,Appliances,Elite Wholesale,329.44,607.54,0,0.46,9.95,57.40,54.50,31.40,WH-01,1110,21,2025-07-22,Active,4.25,0.09,2025-07-09,2025-09-01,Red,Metal,0,True,1,20
PROD-04635,HOM-COO-IKE-593,Ikea Deluxe Cookware,Ikea,Home & Kitchen,Cookware,Summit Suppliers,35.43,58.41,0,0.39,2.59,36.20,32.00,12.10,WH-07,754,35,2025-11-08,Active,4.93,0.07,2025-10-31,2026-01-27,,Ceramic,0,True,1,100
PROD-04636,HOM-BED-IKE-807,Ikea Smart Bedding,Ikea,Home & Kitchen,Bedding,Apex Distributors,35.57,66.18,0,0.46,2.18,44.60,34.80,8.90,WH-10,690,59,2024-02-03,Out of Stock,4.31,0.06,2024-01-20,2024-06-07,Black,Ceramic,0,False,1,10
PROD-04637,HOM-COO-IKE-751,Ikea Essential Cookware,Ikea,Home & Kitchen,Cookware,Apex Distributors,28.39,44.09,,0.36,3.31,22.90,22.70,14.30,WH-08,421,62,2025-03-27,Active,3.67,0.06,2025-03-12,2025-07-11,Beige,Ceramic,12,True,1,20
PROD-04638,APP-PAN-GAP-880,Gap Signature Pant,Gap,Apparel,Pants,Global Trade Corp,36.79,69.82,,0.47,0.31,39.90,25.40,2.00,WH-05,210,76,2024-08-18,Active,4.08,0.15,2024-08-02,2024-08-19,,Wool,3,True,1,100
PROD-04639,APP-PAN-H&M-989,H&M Essential Pant,H&M,Apparel,Pants,Summit Suppliers,14.44,29.82,0,0.52,0.35,35.30,27.30,2.80,WH-09,1226,62,2025-07-08,Active,3.88,0.21,2025-06-20,2025-10-17,White,Polyester,3,True,1,10
PROD-04640,BEA-SKI-CLI-471,Clinique Signature Skincare,Clinique,Beauty,Skincare,Summit Suppliers,7.12,15.78,25,0.55,0.20,4.10,7.60,14.60,WH-02,1463,63,2024-10-23,Active,4.79,0.02,2024-10-13,2025-03-12,White,Natural Oil,0,True,1,100
PROD-04641,HOM-BED-IKE-608,Ikea Signature Bedding,,Home & Kitchen,Bedding,Summit Suppliers,23.90,39.82,0,0.40,2.53,40.80,41.00,10.90,WH-10,1334,37,2024-08-11,Active,4.81,0.08,2024-08-04,2024-12-17,Red,Wood,0,True,1,5
PROD-04642,HOM-BED-CAL-600,Calphalon Signature Bedding,Calphalon,Home & Kitchen,Bedding,Elite Wholesale,27.27,46.72,10,0.42,1.70,31.20,36.10,8.70,WH-10,546,94,2024-03-19,Active,4.28,0.05,2024-02-29,2024-05-28,Beige,Wood,0,True,1,5
PROD-04643,ELE-HEA-HP-334,HP Eco Headphone,HP,Electronics,Headphones,Apex Distributors,24.49,31.22,20,0.22,0.22,20.20,15.20,8.10,WH-10,523,42,2025-02-20,Active,4.47,0.07,2025-02-06,2025-07-11,Grey,Plastic,24,True,1,100
PROD-04644,ELE-LAP-APP-994,Apple Eco Laptop,Apple,Electronics,Laptops,Elite Wholesale,676.88,936.29,15,0.28,1.86,35.70,20.70,2.10,WH-01,1319,61,2024-05-16,Active,4.21,0.06,2024-05-03,2024-08-23,Grey,Plastic,24,True,1,5
PROD-04645,GRO-SNA-GEN-552,General Mills Ultra Snack,General Mills,Groceries,Snacks,Elite Wholesale,2.01,2.52,0,0.20,0.34,11.40,6.70,17.90,WH-03,1025,42,2025-10-18,Active,4.53,0.01,2025-10-05,2026-02-17,Pink,Tin Can,0,True,1,5
PROD-04646,BEA-FRA-MAC-374,Mac Pro Fragrance,Mac,Beauty,Fragrance,Global Trade Corp,21.96,62.95,0,0.65,0.23,8.50,8.70,11.70,WH-08,629,22,2025-10-02,Active,3.61,0.03,2025-09-23,2025-10-05,Silver,,0,True,1,20
PROD-04647,BEA-SKI-MAY-443,Maybelline Signature Skincare,Maybelline,Beauty,Skincare,Prime Logistics,23.44,66.18,10,0.65,0.15,4.90,6.40,10.50,WH-07,137,63,2025-11-05,Active,4.29,0.03,2025-10-17,2026-01-14,Red,Natural Oil,0,True,1,10
PROD-04648,APP-SHI-PUM-605,Puma Essential Shirt,,Apparel,Shirts,Prime Logistics,21.17,46.92,10,0.55,0.16,27.30,25.80,2.90,WH-10,174,95,2025-07-28,Active,4.02,0.19,2025-07-16,2025-11-24,Black,,0,True,1,100
PROD-04649,ELE-TV-LOG-430,Logitech Pro TV,Logitech,Electronics,TV,Global Trade Corp,735.42,1058.18,5,0.30,25.10,128.10,67.20,5.80,WH-07,134,44,2025-08-02,Active,4.71,0.03,2025-07-18,2025-10-10,Blue,Plastic,,True,1,20
PROD-04650,ELE-HEA-DEL-332,Dell Deluxe Headphone,Dell,Electronics,Headphones,Apex Distributors,145.01,210.04,0,0.31,0.20,18.80,15.00,7.50,WH-09,1233,91,2024-03-24,Active,4.59,0.06,2024-03-05,2024-05-22,Navy,Metal,12,True,1,100
PROD-04651,GRO-ORG-HEI-368,Heinz Classic Organic,Heinz,Groceries,Organic,Elite Wholesale,13.60,17.62,10,0.23,0.77,17.30,11.00,20.90,WH-03,564,60,2024-09-05,Active,4.30,0.01,2024-08-26,2024-12-08,Grey,Paper Pack,0,True,1,20
PROD-04652,GRO-PAN-NES-246,Nestle Smart Pantry,Nestle,Groceries,Pantry,Apex Distributors,2.90,3.75,,0.23,0.24,13.80,9.20,14.70,WH-06,227,88,2024-09-08,Active,4.45,0.02,2024-08-24,2025-01-31,Grey,Plastic Bottle,0,True,1,5
PROD-04653,HOM-FUR-KEU-488,Keurig Signature Furniture,Keurig,Home & Kitchen,Furniture,Elite Wholesale,236.03,402.81,15,0.41,14.21,160.50,64.90,59.70,WH-01,1245,20,2025-02-20,Active,3.77,0.06,2025-02-02,2025-07-03,Green,Fabric,24,True,1,20
PROD-04654,BEA-FRA-SEP-347,Sephora Signature Fragrance,Sephora,Beauty,Fragrance,Apex Distributors,73.78,216.79,0,0.66,0.18,6.60,6.40,11.00,WH-01,1372,73,2024-05-21,Active,3.71,0.04,2024-05-15,2024-06-19,Beige,Natural Oil,0,True,1,5
PROD-04655,ELE-HEA-LOG-138,Logitech Deluxe Headphone,Logitech,Electronics,Headphones,Prime Logistics,135.52,174.85,20,0.22,0.35,21.40,15.90,5.30,WH-10,1467,25,2024-08-02,Active,4.55,0.04,2024-07-14,2024-12-28,Silver,Metal,12,True,1,100
PROD-04656,HOM-COO-SHA-640,Shark Signature Cookware,Shark,Home & Kitchen,Cookware,Elite Wholesale,43.06,71.39,,0.40,2.56,20.20,27.20,22.10,WH-06,1316,73,2025-04-20,Active,4.01,0.08,2025-04-10,2025-05-16,Navy,,0,True,1,5
PROD-04657,BEA-MAK-LOR-139,LOreal Premium Makeup,LOreal,Beauty,Makeup,Elite Wholesale,19.62,53.03,10,0.63,0.11,4.00,2.30,10.60,WH-06,535,22,2025-03-10,Active,4.41,0.03,2025-02-25,2025-03-16,,,0,True,1,5
PROD-04658,APP-SHI-ZAR-946,Zara Smart Shirt,Zara,Apparel,Shirts,Global Trade Corp,8.50,18.99,,0.55,0.24,31.70,27.50,1.80,WH-03,1165,43,2024-04-17,Active,4.41,0.21,2024-04-03,2024-05-18,Grey,Cotton,3,True,1,100
PROD-04659,HOM-BED-SHA-444,Shark Ultra Bedding,Shark,Home & Kitchen,Bedding,Elite Wholesale,31.58,53.72,5,0.41,2.05,37.70,43.20,10.90,WH-07,114,43,2025-02-12,Active,4.92,0.07,2025-02-02,2025-04-11,Silver,Ceramic,0,True,1,100
PROD-04660,BEA-MAK-LOR-466,LOreal Ultra Makeup,,Beauty,Makeup,Global Trade Corp,22.86,57.59,0,0.60,0.02,2.40,5.20,10.50,WH-09,1278,55,2024-10-30,Active,3.54,0.04,2024-10-16,2024-12-31,,Organic Compounds,0,True,1,10
PROD-04661,GRO-ORG-KEL-793,Kelloggs Essential Organic,Kelloggs,Groceries,Organic,Prime Logistics,12.95,15.56,5,0.17,0.77,16.30,16.20,21.70,WH-01,855,69,2025-01-08,Active,4.15,0.01,2024-12-27,2025-01-18,Pink,Plastic Bottle,0,True,1,10
PROD-04662,BEA-HAI-MAY-113,Maybelline Signature Haircare,Maybelline,Beauty,Haircare,Apex Distributors,6.22,12.90,0,0.52,0.38,9.50,8.40,16.50,WH-08,577,99,2025-03-23,Active,3.56,0.02,2025-03-17,2025-04-02,Grey,Organic Compounds,0,True,1,10
PROD-04663,BEA-HAI-MAC-466,Mac Eco Haircare,Mac,Beauty,Haircare,Prime Logistics,26.60,57.80,0,0.54,0.28,7.00,7.80,18.10,WH-06,1204,53,2025-11-23,Out of Stock,4.35,0.04,2025-11-10,2026-03-15,White,Organic Compounds,,False,1,5
PROD-04664,APP-SHO-NIK-637,Nike Ultra Shoe,Nike,Apparel,Shoes,Prime Logistics,95.11,226.73,0,0.58,1.15,32.00,20.30,11.20,WH-04,554,37,2025-05-13,Active,3.57,0.13,2025-05-03,2025-05-31,Green,Leather,0,True,1,5
PROD-04665,APP-SHI-PUM-343,Puma Deluxe Shirt,Puma,Apparel,Shirts,Prime Logistics,22.03,46.94,5,0.53,0.20,25.60,24.40,2.80,WH-09,73,56,2024-09-15,Active,4.45,0.13,2024-09-04,2024-10-10,Beige,Denim,0,True,1,5
PROD-04666,APP-SHI-H&M-307,H&M Deluxe Shirt,H&M,Apparel,Shirts,Elite Wholesale,16.75,30.58,0,0.45,0.30,32.00,24.20,2.60,WH-08,754,97,2025-08-11,Active,4.50,0.17,2025-07-22,2025-10-22,White,Wool,3,True,1,5
PROD-04667,GRO-BEV-COC-567,Coca-Cola Ultra Beverage,Coca-Cola,Groceries,Beverages,Apex Distributors,7.89,9.33,,0.15,2.22,8.40,6.70,15.50,WH-02,1071,97,2025-01-31,Active,3.72,0.02,2025-01-25,2025-03-10,Green,Paper Pack,0,True,1,10
PROD-04668,GRO-PAN-GEN-667,General Mills Deluxe Pantry,,Groceries,Pantry,Prime Logistics,9.76,12.19,0,0.20,0.60,9.90,8.40,13.80,WH-01,1163,94,2025-06-18,Active,3.71,0.01,2025-06-13,2025-09-21,Silver,Glass Jar,0,True,1,5
PROD-04669,HOM-BED-IKE-748,Ikea Classic Bedding,Ikea,Home & Kitchen,Bedding,Apex Distributors,69.71,120.28,0,0.42,2.96,32.80,41.20,6.80,WH-07,1267,45,2024-07-17,Active,4.87,0.08,2024-06-27,2024-09-15,Black,Ceramic,0,True,1,100
PROD-04670,ELE-HEA-HP-538,HP Ultra Headphone,,Electronics,Headphones,Apex Distributors,76.93,102.26,,0.25,0.25,19.90,15.00,5.90,WH-05,903,97,2024-08-05,Active,4.20,0.05,2024-07-30,2024-09-13,Beige,Metal,24,True,1,100
PROD-04671,GRO-PAN-NES-847,Nestle Essential Pantry,Nestle,Groceries,Pantry,Prime Logistics,10.05,12.03,5,0.16,1.47,8.40,14.80,22.50,WH-01,873,83,2024-01-21,Active,4.83,0.01,2024-01-03,2024-01-23,Navy,Plastic Bottle,0,True,1,5
PROD-04672,GRO-PAN-KRA-119,Kraft Deluxe Pantry,Kraft,Groceries,Pantry,Global Trade Corp,11.64,13.70,,0.15,0.68,13.90,8.80,12.20,WH-01,1410,27,2025-09-23,Active,4.72,0.02,2025-09-14,2025-11-19,,Paper Pack,0,True,1,20
PROD-04673,APP-PAN-ADI-814,Adidas Pro Pant,Adidas,Apparel,Pants,Global Trade Corp,32.78,71.71,0,0.54,0.54,35.20,33.90,2.40,WH-06,46,86,2024-12-11,Active,3.95,0.17,2024-12-02,2024-12-21,Navy,Cotton,3,True,1,100
PROD-04674,APP-SHI-H&M-246,H&M Deluxe Shirt,H&M,Apparel,Shirts,Global Trade Corp,20.20,39.70,0,0.49,0.24,32.20,21.20,1.50,WH-06,793,48,2024-11-03,Out of Stock,4.38,0.17,2024-10-14,2025-01-02,,Wool,,False,1,5
PROD-04675,HOM-APP-IKE-566,Ikea Signature Appliance,Ikea,Home & Kitchen,Appliances,Apex Distributors,93.30,171.39,5,0.46,12.33,57.80,39.00,50.80,WH-02,1264,25,2024-08-12,Active,3.54,0.08,2024-08-06,2024-12-08,Beige,Metal,0,True,1,100
PROD-04676,ELE-HEA-LG-617,LG Eco Headphone,LG,Electronics,Headphones,Summit Suppliers,124.35,169.79,0,0.27,0.12,18.40,15.10,8.10,WH-01,272,83,2024-05-11,Out of Stock,4.96,0.06,2024-04-23,2024-08-10,Pink,,24,False,1,10
PROD-04677,HOM-COO-KEU-734,Keurig Ultra Cookware,Keurig,Home & Kitchen,Cookware,Global Trade Corp,52.14,88.71,10,0.41,2.40,20.10,34.00,9.10,WH-05,1418,72,2024-06-01,Active,4.99,0.08,2024-05-17,2024-10-09,Green,Wood,24,True,1,5
PROD-04678,ELE-PHO-SAM-920,Samsung Classic Phone,Samsung,Electronics,Phones,Apex Distributors,439.02,563.05,0,0.22,0.18,14.10,7.70,0.80,WH-03,799,52,2024-01-13,Active,3.78,0.05,2023-12-29,2024-02-03,Green,Metal,24,True,1,10
PROD-04679,GRO-PAN-KEL-792,Kelloggs Ultra Pantry,Kelloggs,Groceries,Pantry,Global Trade Corp,8.52,10.53,0,0.19,0.44,10.80,14.90,14.70,WH-05,59,51,2024-05-09,Active,4.31,0.02,2024-04-24,2024-10-01,Navy,Tin Can,0,True,1,100
PROD-04680,BEA-FRA-MAY-106,Maybelline Deluxe Fragrance,Maybelline,Beauty,Fragrance,Prime Logistics,33.13,84.05,0,0.61,0.11,10.90,7.80,10.60,WH-05,55,41,2024-11-25,Active,3.97,0.03,2024-11-17,2025-04-08,Grey,Organic Compounds,0,True,1,20
PROD-04681,ELE-PHO-APP-924,Apple Pro Phone,Apple,Electronics,Phones,Apex Distributors,342.34,475.52,0,0.28,0.18,14.60,7.40,0.80,WH-08,475,81,2024-10-20,Active,4.16,0.05,2024-10-08,2025-01-22,Navy,Metal,,True,1,10
PROD-04682,HOM-COO-KIT-677,KitchenAid Deluxe Cookware,KitchenAid,Home & Kitchen,Cookware,Prime Logistics,39.50,78.22,0,0.49,2.81,33.30,27.90,12.70,WH-03,681,78,2025-01-19,Active,4.76,0.07,2024-12-30,2025-01-30,Grey,Metal,0,True,1,5
PROD-04683,ELE-HEA-SAM-560,Samsung Essential Headphone,,Electronics,Headphones,Elite Wholesale,25.39,34.12,0,0.26,0.21,19.80,14.30,8.00,WH-07,572,77,2024-09-05,Active,3.81,0.04,2024-08-16,2024-12-14,Grey,Metal,12,True,1,5
PROD-04684,APP-PAN-LEV-117,Levis Essential Pant,Levis,Apparel,Pants,Summit Suppliers,20.53,49.84,0,0.59,0.30,38.60,31.10,2.40,WH-07,1037,66,2024-01-05,Active,4.57,0.21,2023-12-23,2024-05-14,Blue,Cotton,3,True,1,5
PROD-04685,HOM-BED-KIT-713,KitchenAid Pro Bedding,KitchenAid,Home & Kitchen,Bedding,Summit Suppliers,18.36,27.85,25,0.34,1.88,43.80,35.30,13.00,WH-04,65,72,2024-12-18,Active,4.98,0.09,2024-11-28,2025-02-13,,Wood,24,True,1,10
PROD-04686,APP-JAC-GAP-727,Gap Signature Jacket,Gap,Apparel,Jackets,Global Trade Corp,89.12,183.60,5,0.51,1.61,41.50,32.40,4.20,WH-10,1411,85,2024-09-10,Active,3.74,0.12,2024-09-05,2024-09-27,Pink,Wool,,True,1,100
PROD-04687,BEA-FRA-EST-599,Estee Lauder Classic Fragrance,Estee Lauder,Beauty,Fragrance,Elite Wholesale,62.71,173.42,0,0.64,0.37,8.70,10.60,13.20,WH-03,403,87,2025-06-16,Active,3.50,0.04,2025-05-30,2025-09-06,Black,Organic Compounds,,True,1,5
PROD-04688,ELE-LAP-LOG-756,Logitech Pro Laptop,Logitech,Electronics,Laptops,Apex Distributors,932.97,1272.54,5,0.27,2.19,33.80,20.10,1.70,WH-06,686,83,2024-03-05,Active,4.05,0.05,2024-02-16,2024-04-19,Red,Metal,12,True,1,20
PROD-04689,GRO-ORG-KRA-407,Kraft Pro Organic,Kraft,Groceries,Organic,Prime Logistics,16.82,20.34,0,0.17,0.33,8.20,11.40,16.50,WH-08,858,98,2025-08-30,Active,4.94,0.01,2025-08-18,2026-01-02,Red,Tin Can,0,True,1,100
PROD-04690,ELE-TV-HP-797,HP Eco TV,HP,Electronics,TV,Elite Wholesale,390.40,513.99,0,0.24,16.36,99.30,76.80,11.00,WH-07,49,89,2024-04-02,Active,4.83,0.07,2024-03-24,2024-08-07,Pink,Metal,36,True,1,100
PROD-04691,APP-JAC-ADI-985,Adidas Ultra Jacket,Adidas,Apparel,Jackets,Apex Distributors,57.05,113.28,0,0.50,1.22,35.40,37.70,3.80,WH-02,1358,61,2024-03-20,Active,3.97,0.15,2024-03-08,2024-04-25,Green,Denim,0,True,1,10
PROD-04692,HOM-COO-IKE-713,Ikea Classic Cookware,Ikea,Home & Kitchen,Cookware,Elite Wholesale,62.84,115.92,20,0.46,1.34,24.00,37.70,16.80,WH-06,1245,68,2024-05-08,Active,4.27,0.05,2024-04-28,2024-08-16,Navy,Glass,,True,1,100
PROD-04693,GRO-BEV-QUA-465,Quaker Pro Beverage,Quaker,Groceries,Beverages,Summit Suppliers,4.37,5.10,0,0.14,1.42,7.20,9.70,18.30,WH-03,829,95,2025-04-16,Active,3.85,0.01,2025-04-08,2025-08-09,Navy,Plastic Bottle,0,True,1,10
PROD-04694,ELE-HEA-HP-221,HP Deluxe Headphone,HP,Electronics,Headphones,Summit Suppliers,68.35,94.01,0,0.27,0.23,20.00,17.50,8.80,WH-09,1407,21,2024-05-24,Active,4.45,0.05,2024-05-06,2024-09-28,Pink,Plastic,12,True,1,10
PROD-04695,HOM-BED-CAL-129,Calphalon Essential Bedding,,Home & Kitchen,Bedding,Global Trade Corp,21.62,37.37,0,0.42,1.42,42.30,32.80,6.00,WH-01,433,76,2025-06-16,Active,4.09,0.09,2025-06-06,2025-07-18,Navy,Fabric,12,True,1,100
PROD-04696,GRO-BEV-KEL-545,Kelloggs Premium Beverage,Kelloggs,Groceries,Beverages,Prime Logistics,6.61,7.64,5,0.13,1.68,6.60,6.90,24.60,WH-05,1492,78,2024-06-14,Active,3.70,0.01,2024-05-28,2024-07-15,Red,Paper Pack,0,True,1,100
PROD-04697,APP-SHO-UND-253,Under Armour Essential Shoe,Under Armour,Apparel,Shoes,Prime Logistics,78.15,141.53,0,0.45,1.03,28.50,21.40,11.00,WH-06,777,71,2025-02-01,Active,4.58,0.13,2025-01-27,2025-02-20,White,,,True,1,5
PROD-04698,GRO-BEV-QUA-374,Quaker Premium Beverage,Quaker,Groceries,Beverages,Global Trade Corp,6.52,8.27,10,0.21,1.22,10.20,7.80,25.10,WH-02,641,99,2024-03-22,Active,4.78,0.02,2024-03-07,2024-05-14,Red,Tin Can,0,True,1,20
PROD-04699,HOM-COO-CAL-543,Calphalon Premium Cookware,Calphalon,Home & Kitchen,Cookware,Summit Suppliers,41.79,81.43,0,0.49,2.46,21.30,33.70,20.60,WH-10,439,73,2024-10-26,Active,3.71,0.06,2024-10-09,2025-03-25,,Metal,0,True,1,100
PROD-04700,HOM-COO-KEU-310,Keurig Premium Cookware,Keurig,Home & Kitchen,Cookware,Global Trade Corp,69.67,133.90,20,0.48,3.16,24.60,20.00,15.20,WH-06,794,84,2024-10-12,Active,4.33,0.07,2024-10-03,2024-11-06,Black,Glass,,True,1,20
PROD-04701,ELE-PHO-SON-322,Sony Deluxe Phone,Sony,Electronics,Phones,Summit Suppliers,480.01,608.58,0,0.21,0.21,14.10,7.60,0.80,WH-03,1242,76,2025-04-06,Active,4.16,0.03,2025-03-21,2025-09-01,Blue,,12,True,1,5
PROD-04702,HOM-COO-CAL-237,Calphalon Premium Cookware,Calphalon,Home & Kitchen,Cookware,Elite Wholesale,21.06,31.69,0,0.34,3.17,38.90,33.50,14.00,WH-02,921,27,2024-01-21,Active,4.15,0.09,2024-01-09,2024-03-19,Grey,Ceramic,12,True,1,5
PROD-04703,APP-PAN-NIK-632,Nike Essential Pant,Nike,Apparel,Pants,Apex Distributors,32.62,72.54,5,0.55,0.50,31.80,25.40,2.30,WH-06,1088,98,2025-01-11,Active,4.04,0.18,2024-12-26,2025-02-26,White,Cotton,3,True,1,5
PROD-04704,HOM-COO-KEU-562,Keurig Smart Cookware,Keurig,Home & Kitchen,Cookware,Apex Distributors,41.02,68.84,0,0.40,2.79,20.70,29.10,9.00,WH-06,618,48,2025-06-13,Out of Stock,3.54,0.06,2025-06-07,2025-09-21,,Wood,,False,1,10
PROD-04705,APP-PAN-NIK-275,Nike Deluxe Pant,Nike,Apparel,Pants,Summit Suppliers,26.43,57.38,0,0.54,0.58,32.00,33.20,2.80,WH-10,277,41,2024-10-29,Active,4.77,0.14,2024-10-16,2024-12-05,,Wool,3,True,1,10
PROD-04706,GRO-SNA-COC-887,Coca-Cola Eco Snack,Coca-Cola,Groceries,Snacks,Elite Wholesale,2.19,2.81,,0.22,0.36,14.00,9.10,21.90,WH-08,1124,91,2025-08-14,Active,4.63,0.01,2025-08-04,2025-12-09,Green,Glass Jar,0,True,1,20
PROD-04707,BEA-SKI-CLI-143,Clinique Deluxe Skincare,Clinique,Beauty,Skincare,Global Trade Corp,30.80,74.58,20,0.59,0.16,6.10,7.00,9.10,WH-01,179,70,2025-01-28,Active,3.91,0.03,2025-01-17,2025-04-22,Red,,0,True,1,20
PROD-04708,BEA-SKI-MAC-596,Mac Eco Skincare,Mac,Beauty,Skincare,Prime Logistics,27.82,76.77,0,0.64,0.11,5.30,5.20,10.40,WH-02,150,20,2025-09-29,Active,4.05,0.04,2025-09-14,2025-11-10,Silver,Organic Compounds,,True,1,10
PROD-04709,HOM-FUR-DYS-552,Dyson Classic Furniture,Dyson,Home & Kitchen,Furniture,Elite Wholesale,123.24,244.71,5,0.50,22.87,54.20,49.00,82.80,WH-01,238,94,2025-04-09,Active,4.74,0.07,2025-03-23,2025-06-13,Beige,,24,True,1,100
